Materia;abstain;name;for;time;against;id;dispensed;Artículo;date;Trámite;Sesión;Tipo de votación;Quorum;Observaciones
Establece la Ley General de Educación.;11;Boletín N°4970-04;8;14:20;65;8303;0;(BLOB);19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;14;Boletín N°4970-04;11;14:21;65;8304;0;Indicación N°6, de los diputados Robles, Espinosa, don Marcos y Sule, a la letra C del artículo 3°, para agregar la siguiente frase:  “para lo cual estabecerá medidas de discriminación positiva a estos grupos vulnerables.”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;11;Boletín N°4970-04;12;14:22;64;8305;0;Indicación N°7, de los diputados Robles, Espinosa, don Marcos y Sule, a la letra D del artículo 3°, para:  a) eliminar la palabra “y fomento”  b) agregar después del punto final, que pasa a ser una coma y colocar la siguiente frase: “y las normas impartidas por el Ministerio de Educación”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;8;Boletín N°4970-04;30;14:23;59;8306;0;Indicación N°8, de los diputados Robles, Espinosa, don Marcos y Sule, a la letra F del artículo 3°, para  a) agregar entre las frases “cumplir sus deberes” y “y rendir cuenta” la frase “ser evaluados”  b) suprimir las expresiones “cuando corresponda”  c) agregar después del punto final, que pasa a ser una coma y colocar la siguiente frase: “anualmente respecto de sus logros educativos y un Balance General Financiero si este recibe recursos del Estado”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;11;Boletín N°4970-04;2;14:25;83;8307;0;(BLOB);19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;4;Boletín N°4970-04;44;14:26;57;8308;0;Indicación N°10, de los diputados Saffirio, Espinoza don Fidel, León, Montes, señora Pascal, señora Saa, Sule, Robles y Monsalve, que incide en la letras c), e) y g) del artículo 3°.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;10;Boletín N°4970-04;90;14:27;0;8309;0;3° en la forma propuesta por la Comisión de Educación.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;8;Boletín N°4970-04;32;14:29;60;8310;0;(BLOB);19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;9;Boletín N°4970-04;28;14:31;62;8311;0;"Indicación N°12, de los diputados Robles, Espinosa, don Marcos y Sule, al artículo 4°, para reemplazar en su inciso primero la frase “corresponde preferentemente a los padres el derecho y el deber de educar a sus hijos; al Estado, el deber de otorgar especial protección al ejercicio de este derecho” por la siguiente: “El Estado tiene la responsabilidad principal e indelegable de educar a todos los ciudadanos y ciudadanas del país; corresponde a la familia hacer cumplir el derecho de educar a sus hijos”.  Y para intercalar en su inciso séptimo, entre los vocablos “proveer” e “información”, las palabras “publicitar la”.";19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;15;Boletín N°4970-04;24;14:37;61;8312;0;Indicación N°13, de los Diputados Lorenzini y Montes que incorpora el siguiente inciso tercero en el artículo 4°:  “Es deber del Estado resguardar tanto la educación pública como la privada y mantener una especial preocupación por la primera, en el entendido que esta se constituye en base a un proyecto educativo de deliberación pública y democrática, que vela por la inclusión y la integración de la sociedad y las distintas visiones que la conforman.”  Y para agregar la siguiente oración en el inciso final, a continuación de “discriminación positiva”:  “A favor de las alumnas y alumnos más vulnerables de nuestro país y las escuelas que los atienden.  La vulnerabilidad se asocia a aquella situación o condición familiar, social, económica, étnica, territorial u otra, que afecte negativamente las posibilidades de desarrollo personal social de los estudiantes o los ponga en desventaja con respecto a otros alumnos que enfrenten una situación o condiciones más favorables.”;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;11;Boletín N°4970-04;21;14:38;60;8313;0;Indicación N°14, de los diputados Robles, Espinosa, don Marcos y Sule, al inciso tercero del artículo 4°, para agregar después del punto final, que pasa a ser una coma, la siguiente frase: “y fiscalizar que se cumpla esta obligación”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;8;Boletín N°4970-04;29;14:38;62;8314;0;Indicación N°15, de los diputados Robles, Espinosa, don Marcos y Sule, al inciso quinto del artículo 4°, para agregar, después del punto final, que pasa a ser seguido, la siguiente frase: “Es derecho de los padres y alumnos recurrir de protección si sus derechos son vulnerados”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;10;Boletín N°4970-04;19;14:39;62;8315;0;Indicación N°16, de los diputados Robles, Espinosa, don Marcos y Sule, al inciso sexto del artículo 4°, para reemplazar la palabra “facilitar” por “dar”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;7;Boletín N°4970-04;17;14:40;58;8316;0;Indicación N°17, de los diputados Robles, Espinosa, don Marcos y Sule, al inciso séptimo del artículo 4°, para agregar la palabra “cobertura” entre las expresiones “sobre la” y “calidad y”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;10;Boletín N°4970-04;22;14:41;61;8317;0;Indicación N°18, de los diputados Robles, Espinosa, don Marcos y Sule, al inciso octavo del artículo 4°, para suprimirlo y reemplazarlo por el siguiente:  “Es deber del Estado velar por la igualdad de oportunidades y la inclusión educativa, para lo cual deberá establecer políticas que contemplen medidas compensatorias o de discriminación positiva que reduzcan las desigualdades derivadas de circunstancias económicas, sociales, étnicas o territoriales, entre otras”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;9;Boletín N°4970-04;81;14:41;3;8318;0;4°, en los términos propuestos por la Comisión de Educación.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;10;Boletín N°4970-04;27;14:42;61;8319;0;(BLOB);19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;5;Boletín N°4970-04;8;14:43;78;8320;0;Indicación N°20, de los diputados Araya, Díaz, don Eduardo, Escobar y Valenzuela, para sustituir en el artículo 5º la expresión “fomentar una cultura de la paz” por las palabras “promover una cultura de la paz y la no violencia”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;9;Boletín N°4970-04;89;14:45;0;8321;0;5°, en la forma propuesta por la Comisión de Educación.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Ley Orgánica Constitucional;
Establece la Ley General de Educación.;5;Boletín N°4970-04;41;14:45;57;8322;0;Indicación N°21, de los diputados Saffirio, Espinoza don Fidel, León, Montes, señora Pascal, señora Saa, Sule, Robles y Monsalve, que agrega el siguiente inciso segundo en el artículo 6°:  “El sistema de educación pública deberá ser gratuito, de calidad, y estará fundado en un proyecto educativo nacional, pluralista, que promueva la equidad e integración social, velando en el cumplimiento de su misión por la eficiente gestión de sus recursos.”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;10;Boletín N°4970-04;83;14:46;0;8323;0;6° en los términos propuestos por la Comisión de Educación.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Ley Orgánica Constitucional;
Establece la Ley General de Educación.;14;Boletín N°4970-04;14;14:47;58;8324;0;Indicación N°22, de los diputados Robles, Espinosa, don Marcos y Sule, al inciso tercero del artículo 7°, para agregar la siguiente frase “y de los profesionales de la educación” entre “de los alumnos” y “deberá incluir”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;11;Boletín N°4970-11;21;14:47;60;8325;0;Indicación N°23, de los diputados Robles, Espinosa, don Marcos y Sule, para agregar el siguiente inciso quinto, nuevo, en el artículo 7°:  “Los establecimientos educacionales deberán desarrollar procesos de evaluación institucional con el propósito de revisar las prácticas pedagógicas y de gestión”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;7;Boletín N°4970-04;86;14:48;0;8326;0;7° en los términos propuestos por la Comisión de Educación.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Ley Orgánica Constitucional;
Establece la Ley General de Educación.;8;Boletín N°4970-04;12;14:48;78;8327;0;Indicación N°24, de los diputados Araya, Díaz, don Eduardo, Escobar y Valenzuela, para reemplazar el inciso primero del artículo 8º por el siguiente:  “El Estado tiene el deber de resguardar la libertad, equidad y calidad de la enseñanza pública y privada.”;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;11;Boletín N°4970-04;16;14:49;62;8328;0;Indicación N°25, de los diputados Robles, Espinosa, don Marcos y Sule, al inciso primero del artículo 8°, para agregar, después de “la libertad” la frase “y la equidad de la educación”, y para eliminar la palabra “enseñanza”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;9;Boletín N°4970-04;23;14:49;60;8329;0;"Indicación N°26, de los diputados Robles, Espinosa, don Marcos y Sule, para reemplazar el inciso segundo del artículo 8° por el siguiente:  “La equidad a través de la justa distribución de los servicios educacionales a fin de lograr la mejor calidad posible y resultados equivalentes a partir de la heterogeneidad de la población; la concreción de una efectiva igualdad de oportunidades y posibilidad para todos los habitantes y el rechazo a todo tipo de discriminaciones; y la libertad de enseñar y aprender”.";19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;6;Boletín N°4970-04;6;14:50;76;8330;0;Indicación N°27, de los diputados Robles, Espinosa, don Marcos y Sule, y de los señores Araya, Díaz, don Eduardo, Escobar y Valenzuela para eliminar el inciso tercero del artículo 8°.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;6;Boletín N°4970-04;85;14:51;2;8331;0;8° en los términos aprobados por la Comisión de Educación.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Ley Orgánica Constitucional;
Establece la Ley General de Educación.;5;Boletín N°4970-04;11;14:51;66;8332;0;Indicación N°28, de los diputados Araya, Díaz, don Eduardo, Escobar y Valenzuela, para agregar en el artículo 9º, a continuación de la expresión “profesionales de la educación,” la siguiente frase: “técnicos, asistentes, auxiliares  de la educación, psicopedagogos, y demás personas e instituciones vinculadas al desarrollo de la comunidad y sostenedores educacionales”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;3;Boletín N°4970-04;38;14:52;54;8333;0;Indicación N°29, de los diputados Saffirio, Espinoza don Fidel, León, Montes, señora Pascal, señora Saa, Sule, Robles y Monsalve, que agrega el siguiente nuevo inciso en el artículo 9°:  “En los establecimientos educacionales subvencionados o que reciban aportes del Estado, el proyecto educativo deberá asegurar la participación de los miembros de la comunidad educativa en la elaboración y actualización del mismo.”;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;7;Boletín N°4970-04;86;14:52;0;8334;0;9° en la forma propuesta por la Comisión de Educación.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;10;Boletín N°4970-04;21;14:53;60;8335;0;"Indicación N°30, de los diputados Robles, Espinosa, don Marcos y Sule, para agregar en el inciso primero del artículo 10, la siguiente oración:  “De igual modo, tienen derecho a ser informados de las pautas evaluativas; a ser evaluados y promovidos de acuerdo a un sistema objetivo y transparente; a participar en la vida cultural y recreativa del establecimiento y asociarse entre ellos.  Tienen derecho a que la infraestructura en donde se eduque, cuente con los requerimientos mínimos de espacio y condiciones sanitarias, para desarrollar sus actividades habituales, sin perjuicio que actividades ocasionales o especiales se puedan realizar en otros establecimientos ad-hoc, por ejemplo: campos deportivos, laboratorios, etc.”.";19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;6;Boletín N°4970-04;39;14:54;59;8336;0;Indicación N°31, de los diputados Díaz, don Marcelo, Allende, señora Isabel, Pascal, señora Denise, Pacheco, señora Clemira, Farías, Leal, Lorenzini, Montes y De Urresti, que suprime en el segundo inciso de la letra a) la frase “conforme al reglamento interno del establecimiento”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;9;Boletín N°4970-04;19;14:55;58;8337;0;Indicación N°32, de los diputados Robles, Espinosa, don Marcos y Sule, al inciso segundo de la letra a) del artículo 10, para agregar la expresión “cuidar la infraestructura educacional” entre las frases “convivencia escolar” y “y respetar el proyecto educativo”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;8;Boletín N°4970-04;18;14:55;60;8338;0;Indicación N°33, de los diputados Robles, Espinosa, don Marcos y Sule, al inciso primero de la letra C) artículo 10, para agregar después del punto aparte, que pasa a ser punto seguido, lo siguiente: “De igual modo tienen derecho a asociarse entre ellos, como a recibir capacitación para el logro de los objetivos de calidad de enseñanza”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;6;Boletín N°4970-04;22;14:56;60;8339;0;Indicación N°34, de los diputados Robles, Espinosa, don Marcos y Sule, al inciso primero de la letra d) del artículo 10, para agregar después del punto aparte, que pasa a ser punto seguido, lo siguiente: “De igual modo, tienen derecho a asociarse entre ellos”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;9;Boletín N°4970-04;23;14:56;61;8340;0;Indicación N°35, de los diputados Robles, Espinosa, don Marcos y Sule, a la letra f) del artículo 10, para:  - reemplazar la expresión “que dieron origen al” por la preposición “de”.  - agregar la frase “anual, con un balance contable completo” entre las expresiones “rendir cuenta” y “del estado financiero”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;5;Boletín N°4970-04;35;14:57;54;8341;0;Indicación N°36, de los diputados Saffirio, Espinoza don Fidel, León, Montes, señora Pascal, señora Saa, Sule, Robles y Monsalve, al inciso segundo de la letra f) del artículo 10, para agregar, a continuación de la expresión “resultados académicos de sus alumnos”, la siguiente frase “y, cuando reciban subvención o aportes del Estado, rendir cuenta pública anual de todos los recursos que gestionen ante la Superintendencia de Educación.”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;7;Boletín N°4970-04;32;14:58;59;8342;0;(BLOB);19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;8;Boletín N°4970-04;87;14:58;0;8343;0;10, en la forma propuesta por la Comisión de Educación.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Ley Orgánica Constitucional;
Establece la Ley General de Educación.;6;Boletín N°4970-04;7;14:59;78;8344;0;Indicación N°38, de los diputados Araya, Díaz, don Eduardo, Escobar y Valenzuela, al inciso primero del artículo 11, para reemplazarlo por el siguiente:  “El embarazo, la paternidad y la maternidad no constituirán impedimento para ingresar y permanecer en los establecimientos de educación de cualquier nivel, debiendo estos últimos otorgar las facilidades del caso.”;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;6;Boletín N°4970-04;18;15:00;63;8345;0;Indicación N°39, de los diputados Robles, Espinosa, don Marcos y Sule, al artículo 11, para reemplazar en su inciso cuarto la expresión “En todos los establecimientos subvencionados” por “En todo caso”, y para eliminar en el inciso quinto la expresión “en los establecimientos subvencionados”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;8;Boletín N°4970-04;84;15:00;1;8346;0;11 en los términos propuestos en el informe de la Comisión de Educación.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Ley Orgánica Constitucional;
Establece la Ley General de Educación.;8;Boletín N°4970-04;4;15:01;73;8347;0;Indicación N°40, de los diputados Araya, Díaz, don Eduardo, Escobar y Valenzuela, para agregar en el artículo 12, a continuación del término “postulante” la siguiente expresión: “o ningún tipo de discriminación arbitraria”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;9;Boletín N°4970-04;13;15:01;57;8348;0;Indicación N°41, de los diputados Robles y Espinosa, don Marcos, que reemplaza en el artículo 12 la frase “entre el primer nivel de transición y sexto año de la educación general básica”, por la siguiente “desde el primer nivel de transición”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;10;Boletín N°4970-04;17;15:02;61;8349;0;(BLOB);19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;8;Boletín N°4970-04;85;15:02;0;8350;0;12 en la forma contenida en el informe de la Comisión de Hacienda.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Ley Orgánica Constitucional;
Establece la Ley General de Educación.;8;Boletín N°4970-04;20;15:03;63;8351;0;Indicación N°43, de los diputados Robles, Espinosa, don Marcos y Sule, para eliminar en el artículo 14 las palabras “cuando lo soliciten”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;5;Boletín N°4970-04;83;15:03;0;8352;0;14, en los términos propuestos por la Comisión de Educación.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Ley Orgánica Constitucional;
Establece la Ley General de Educación.;6;Boletín N°4970-04;19;15:04;64;8353;0;Indicación N°44, de los diputados Araya, Díaz, don Eduardo, Escobar y Valenzuela, para reemplazar el artículo 15 por el siguiente:  “El establecimiento educacional deberá garantizar la participación de todos los miembros de la comunidad, en especial a través de la formación de centros de alumnos y consejos escolares, así como toda organización que contribuya al proceso de enseñanza en el establecimiento educacional.”;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;7;Boletín N°4970-04;17;15:05;61;8354;0;Indicación N°45, de los diputados Robles, Espinosa, don Marcos y Sule, para reemplazar el artículo 15 por el siguiente:  “En cada establecimiento de educación general que imparte enseñanza básica y/o media, existirán un Centro de Alumnos, un Centro de Padres y Apoderados, un Consejo de Profesores y un Consejo Escolar.”;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;7;Boletín N°4970-04;87;15:05;2;8355;0;15, en los términos propuestos por la Comisión de Educación.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;9;Boletín N°4970-04;9;15:06;68;8356;0;Indicación N°46, de los diputados Araya, Díaz, don Eduardo, Escobar y Valenzuela, para reemplazar en el inciso primero del artículo 22 la palabra “procuran” por el vocablo “deberán”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;8;Boletín N°4970-04;83;15:06;1;8357;0;22 en la forma aprobada por la Comisión de Educación.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Ley Orgánica Constitucional;
Establece la Ley General de Educación.;9;Boletín N°4970-04;20;15:07;64;8358;0;Indicación N°47, de los diputados Robles, Espinosa, don Marcos y Sule, para reemplazar, en el inciso tercero del artículo 23, la frase “aquellas que deseen desarrollar proyectos de integración”, por “como aquellas que desarrollen proyectos de integración”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;8;Boletín N°4970-04;82;15:07;0;8359;0;23 en la forma propuesta por la Comisión de Educación.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Ley Orgánica Constitucional;
Establece la Ley General de Educación.;6;Boletín N°4970-04;41;15:10;52;8360;0;Indicación N°48, de los diputados Accorsi, Ascencio, Ceroni, Araya, Quintana, Lorenzini, Montes y Pérez, para incorporar en el artículo 25 el siguiente inciso segundo, nuevo:  “Cualquiera sea el nivel, el máximo de alumnos por cada curso será treinta y cinco”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;7;Boletín N°4970-04;87;15:11;0;8361;0;25 en los términos propuestos por la Comisión de Educación.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Ley Orgánica Constitucional;
Establece la Ley General de Educación.;11;Boletín N°4970-04;14;15:11;65;8362;0;Indicación N°49, de los diputados Robles, Espinosa, don Marcos y Sule, para agregar en el inciso quinto del artículo 31, antes del punto final, la expresión “previa aprobación del Ministerio de Educación”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;6;Boletín N°4970-04;80;15:12;0;8363;0;31 en la forma propuesta por la Comisión de Educación.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Ley Orgánica Constitucional;
Establece la Ley General de Educación.;7;Boletín N°4970-04;11;15:12;66;8364;0;Indicación N°50, de los diputados Robles, Espinosa, don Marcos y Sule, para eliminar en el inciso primero del artículo 38 la frase “En ningún caso el incumplimiento de estos estándares indicativos de desempeño ni de las recomendaciones que se desprendan de estas evaluaciones dará origen a sanciones”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;7;Boletín N°4970-04;87;15:13;1;8365;0;38 en los términos propuestos por la Comisión de Educación.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Ley Orgánica Constitucional;
Establece la Ley General de Educación.;10;Boletín N°4970-04;85;15:14;9;8366;0;Indicación N°51, de S.E. la Presidenta de la República, recaída en el artículo 46, para agregar, en el inciso segundo de la letra a), a continuación del punto aparte, que pasa a ser punto seguido, la siguiente oración:  “Es deber del Estado que los establecimientos educacionales pertenecientes o dirigidos por sus órganos, se organicen y funcionen conforme al carácter público de tales instituciones y tengan la obligación de proveer una educación pública de calidad, pluralista y que promueva la integración social, dando, además, cumplimiento a los otros principios contemplados en la Constitución, los tratados internacionales ratificados por Chile y las leyes.”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Ley Orgánica Constitucional;
Establece la Ley General de Educación.;8;Boletín N°4970-04;12;15:16;61;8367;0;Indicación N°55, de los diputados Robles, Espinosa, don Marcos y Sule, a la letra e) del artículo 46, para eliminar las palabras “comprometerse a”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;3;Boletín N°4970-04;9;15:17;68;8368;0;Indicación N°57, de los Diputados Araya, Díaz don Eduardo, Escobar y Valenzuela que reemplaza la tabla que figura en la letra h) del artículo 46.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Ley Orgánica Constitucional;
Establece la Ley General de Educación.;7;Boletín N°4970-04;79;15:17;1;8369;0;Resto del artículo 46.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Ley Orgánica Constitucional;
Establece la Ley General de Educación.;6;Boletín N°4970-04;19;15:18;58;8371;0;Indicación N°58, de los diputados Robles, Espinosa, don Marcos y Sule, que reemplaza el guarismo “10” por “11” en el artículo 55.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;2;Boletín N°4970-04;80;15:19;2;8373;0;55 en los términos propuestos por la Comisión de Educación.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Ley Orgánica Constitucional;
Establece la Ley General de Educación.;7;Boletín N°4970-04;16;15:19;55;8374;0;Indicación N°59, de los diputados Robles, Espinosa, don Marcos y Sule, a la letra b) del artículo 56, para reemplazar la palabra “municipal” por el vocablo “público”, y para eliminar la expresión “en el caso de al menos uno de ellos”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;7;Boletín N°4970-04;12;15:20;59;8376;0;Indicación N°60, de los diputados Robles, Espinosa, don Marcos y Sule, a la letra d) del artículo 56, para reemplazar las palabras “Dos acedémicos” por “Un académico”, y para agregar después de “Consejo de Rectores”, la palabra “otro”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;8;Boletín N°4970-04;16;15:20;58;8377;0;Indicación N°61, de los diputados Robles, Espinosa, don Marcos y Sule, que agrega la siguiente letra j) en el artículo 56:  “j) Un representante estudiantil perteneciente a una institución de educación superior autónoma y acreditada.  Dicho estudiante deberá tener aprobados al menos tres años o seis semestres, en su caso, de la carrera en que esté inscrito y encontrarse dentro del 5% de los alumnos de mejor rendimiento de su generación.  El representante de los estudiantes será elegido por los Presidente de las Federaciones de Estudiantes formalmente constituidas en reunión convocada por el Jefe de la División de Educación Superior del Ministerio de Educación.”;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;7;Boletín N°4970-04;78;15:21;1;8378;0;56 en la forma propuesta por la Comisión de Educación.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Ley Orgánica Constitucional;
Establece la Ley General de Educación.;8;Boletín N°4970-04;15;15:21;56;8379;0;Indicación N°62, de los diputados Robles, Espinosa, don Marcos y Sule, para agregar en el encabezado del inciso segundo del artículo 61, antes de las plabras “en los siguientes casos”, la expresión “a lo menos”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;8;Boletín N°4970-04;74;15:22;1;8380;0;61, en la forma propuesta por la Comisión de Educación.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Ley Orgánica Constitucional;
Establece la Ley General de Educación.;9;Boletín N°4970-04;12;15:23;60;8381;0;Indicación N°63, de los diputados Robles, Espinosa, don Marcos y Sule, al artículo 70, para eliminar la frase “con excepción de los dispuesto en el título III, salvo su párrafo 2º, y en el título IV”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;6;Boletín N°4970-04;71;15:23;5;8382;0;70, en los términos propuestos por la Comisión de Educación.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Ley Orgánica Constitucional;
Establece la Ley General de Educación.;6;Boletín N°4970-04;14;15:24;57;8383;0;Indicación N°64, de los diputados Robles, Espinosa, don Marcos y Sule, para eliminar en el artículo 71 lo siguiente: “con las normas no derogadas del decreto con fuerza de ley Nº 1, de 2005, a que se refiere el artículo anterior”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;3;Boletín N°4970-04;77;15:24;3;8384;0;71 en los términos propuestos por la Comisión de Educación.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;1;Boletín N°4970-04;93;15:25;1;8385;0;1° transitorio, con indicación N°65, de la Comisión de Hacienda, para:  a) incorporar, a continuación de la expresión “deberán”, la frase “acreditar ante el Ministerio de Educación, el inicio de trámites para”.  b) sustituir la expresión “cuatro años” por “un año”.  c) agregar a continuación de la palabra “referida” la frase, debiendo concluir este proceso de adecuación en el plazo máximo de dos años desde la publicación de esta ley”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Ley Orgánica Constitucional;
